Easting;Northing;Species;DamageClass;AgeClass;CrownStatus;Mixture;Setup_Aufbau
3.431.210,00;5.300.506,10;2;3;6;2;2;1
3.431.366,80;5.300.524,80;2;1;4;2;2;1
3.431.388,70;5.300.527,40;2;2;2;2;4;2
3.431.410,40;5.300.530,00;2;1;4;2;2;1
3.431.432,10;5.300.532,50;2;1;4;2;2;1
3.431.453,70;5.300.535,10;2;1;4;2;2;1
3.431.475,40;5.300.537,70;2;4;4;2;2;1
3.431.497,00;5.300.540,30;2;1;4;2;2;1
3.431.518,60;5.300.542,80;2;1;4;2;2;1
3.431.540,20;5.300.545,40;2;2;4;2;2;1
3.431.561,90;5.300.548,00;2;2;4;2;2;1
3.431.583,60;5.300.550,60;2;1;4;2;2;1
3.431.605,50;5.300.553,10;2;1;4;2;2;1
3.431.627,40;5.300.555,70;2;1;3;3;2;2
3.431.671,50;5.300.561,00;2;1;2;2;4;2
3.431.693,70;5.300.563,60;2;3;2;2;4;2
3.431.716,10;5.300.566,30;1;2;2;2;4;2
3.431.905,60;5.300.588,70;2;2;6;2;2;1
3.431.930,90;5.300.591,70;2;3;6;2;2;1
3.431.956,30;5.300.594,70;2;3;6;2;2;1
3.431.981,80;5.300.597,70;2;2;6;2;2;1
3.432.007,80;5.300.600,80;2;2;6;2;2;1
3.431.163,50;5.300.477,80;2;3;6;2;2;1
3.431.187,20;5.300.480,70;2;2;6;2;2;1
3.431.368,70;5.300.502,90;2;2;2;2;4;2
3.431.390,70;5.300.505,50;2;1;2;2;4;2
3.431.412,60;5.300.508,10;2;1;2;2;4;2
3.431.434,40;5.300.510,80;2;2;4;2;2;1
3.431.456,10;5.300.513,40;2;2;4;2;2;1
3.431.477,80;5.300.515,90;2;4;4;2;2;1
3.431.499,50;5.300.518,50;2;1;4;2;2;1
3.431.521,20;5.300.521,10;2;2;4;2;2;1
3.431.542,90;5.300.523,70;2;1;4;2;2;1
3.431.564,60;5.300.526,30;2;1;4;2;2;1
3.431.586,40;5.300.528,80;2;1;4;2;2;1
3.431.608,20;5.300.531,40;2;1;4;2;2;1
3.431.630,00;5.300.534,00;2;3;4;2;2;1
3.431.652,00;5.300.536,50;2;1;4;2;2;1
3.431.674,00;5.300.539,10;2;1;4;2;2;1
3.431.696,20;5.300.541,70;2;1;2;2;4;2
3.431.786,80;5.300.552,20;1;1;2;2;4;2
3.431.857,80;5.300.560,30;1;1;2;2;4;2
3.431.163,80;5.300.454,80;2;3;6;2;2;1
3.431.392,60;5.300.483,40;2;1;2;2;4;2
3.431.414,60;5.300.486,10;2;1;2;2;4;2
3.431.436,60;5.300.488,80;2;1;4;2;2;1
3.431.458,40;5.300.491,40;2;3;4;2;2;1
3.431.480,30;5.300.494,00;2;3;4;2;2;1
3.431.502,10;5.300.496,70;2;1;4;2;2;1
3.431.523,80;5.300.499,30;2;2;4;2;2;1
3.431.545,60;5.300.501,90;2;1;4;2;2;1
3.431.567,30;5.300.504,50;2;3;4;2;2;1
3.431.589,10;5.300.507,00;2;1;4;2;2;1
3.431.610,90;5.300.509,60;2;1;4;2;2;1
3.431.632,70;5.300.512,20;2;1;4;2;2;1
3.431.654,70;5.300.514,70;2;3;4;2;2;1
3.431.676,70;5.300.517,30;2;1;4;2;2;1
3.431.698,80;5.300.519,80;2;1;4;2;2;1
3.431.743,50;5.300.524,90;1;1;2;2;4;2
3.431.789,00;5.300.530,10;1;1;2;2;4;2
3.431.812,10;5.300.532,70;1;1;2;2;4;2
3.431.394,50;5.300.461,00;2;1;2;2;4;2
3.431.416,70;5.300.463,80;8;1;2;2;4;2
3.431.438,70;5.300.466,50;2;1;4;2;2;1
3.431.460,70;5.300.469,20;2;1;4;2;2;1
3.431.482,70;5.300.471,90;2;2;4;2;2;1
3.431.504,60;5.300.474,60;2;3;4;2;2;1
3.431.526,50;5.300.477,30;2;3;4;2;2;1
3.431.548,30;5.300.479,90;2;4;4;2;2;1
3.431.570,10;5.300.482,50;2;2;4;2;2;1
3.431.591,80;5.300.485,20;2;1;4;2;2;1
3.431.613,60;5.300.487,70;2;1;4;2;2;1
3.431.635,50;5.300.490,30;2;1;4;2;2;1
3.431.657,40;5.300.492,90;2;1;4;2;2;1
3.431.679,30;5.300.495,40;2;1;4;2;2;1
3.431.396,30;5.300.438,30;2;1;2;2;4;2
3.431.418,70;5.300.441,20;2;1;2;2;4;2
3.431.440,90;5.300.444,00;2;1;2;2;4;2
3.431.463,10;5.300.446,80;2;1;4;2;2;1
3.431.485,20;5.300.449,50;2;2;4;2;2;1
3.431.507,20;5.300.452,30;2;4;4;2;2;1
3.431.529,10;5.300.455,00;2;3;4;2;2;1
3.431.551,00;5.300.457,80;2;2;4;2;2;1
3.431.572,80;5.300.460,50;2;2;4;2;2;1
3.431.594,70;5.300.463,10;2;2;4;2;2;1
3.431.616,50;5.300.465,80;2;1;4;2;2;1
3.431.638,30;5.300.468,40;2;2;4;2;2;1
3.431.660,10;5.300.471,00;2;2;4;2;2;1
3.431.682,00;5.300.473,60;2;1;4;2;2;1
3.431.703,90;5.300.476,10;2;1;2;2;4;2
3.431.726,00;5.300.478,60;2;1;2;2;4;2
3.431.398,10;5.300.415,30;2;1;2;2;4;2
3.431.420,70;5.300.418,20;2;1;2;2;4;2
3.431.443,10;5.300.421,20;2;1;2;2;4;2
3.431.465,40;5.300.424,10;2;1;2;2;4;2
3.431.487,60;5.300.426,90;2;2;2;2;4;2
3.431.509,80;5.300.429,80;2;2;4;2;2;1
3.431.531,80;5.300.432,60;2;1;4;2;2;1
3.431.553,80;5.300.435,50;2;4;4;2;2;1
3.431.575,60;5.300.438,30;2;1;4;2;2;1
3.431.597,50;5.300.441,00;2;1;4;2;2;1
3.431.619,30;5.300.443,80;2;3;4;2;2;1
3.431.641,10;5.300.446,40;2;4;4;2;2;1
3.431.662,80;5.300.449,10;2;2;4;2;2;1
3.431.400,10;5.300.392,00;8;2;2;2;4;2
3.431.422,70;5.300.395,10;2;2;2;2;4;2
3.431.445,30;5.300.398,10;8;2;2;2;4;2
3.431.467,80;5.300.401,10;8;1;2;2;4;2
3.431.490,10;5.300.404,10;2;1;4;2;2;1
3.431.512,40;5.300.407,10;2;1;4;2;2;1
3.431.534,50;5.300.410,10;2;1;4;2;2;1
3.431.556,50;5.300.413,00;2;1;4;2;2;1
3.431.578,50;5.300.416,00;2;1;4;2;2;1
3.431.600,30;5.300.418,90;2;3;4;2;2;1
3.431.622,10;5.300.421,70;2;1;4;2;2;1
3.431.402,20;5.300.368,80;8;2;2;2;4;2
3.431.425,10;5.300.372,00;2;1;2;2;4;2
3.431.447,80;5.300.375,20;8;2;4;2;2;1
3.431.470,30;5.300.378,30;2;1;4;2;2;1
3.431.492,70;5.300.381,40;2;1;4;2;2;1
3.431.515,00;5.300.384,50;2;3;4;2;2;1
3.431.537,20;5.300.387,60;2;1;4;2;2;1
3.430.891,30;5.300.897,30;2;1;0;0;0;0
3.430.913,10;5.300.894,90;2;2;6;2;2;1
3.430.934,80;5.300.892,30;2;3;6;2;2;1
3.430.956,20;5.300.889,80;2;2;6;2;2;1
3.430.977,30;5.300.887,20;2;3;6;2;2;1
3.430.998,30;5.300.884,70;2;2;6;2;2;3
3.431.019,20;5.300.882,50;2;2;6;2;2;3
3.431.039,90;5.300.880,30;2;3;6;2;2;3
3.430.869,00;5.300.875,80;2;1;0;0;0;0
3.430.891,00;5.300.873,60;2;1;6;2;2;1
3.430.912,80;5.300.871,30;2;3;6;2;2;1
3.430.934,40;5.300.868,80;2;2;6;2;2;1
3.430.955,70;5.300.866,50;2;2;6;2;2;1
3.430.976,80;5.300.864,10;2;1;6;2;2;1
3.430.997,80;5.300.861,70;2;2;6;2;2;1
3.431.018,60;5.300.859,70;2;2;6;2;2;1
3.431.039,30;5.300.857,70;2;2;6;2;2;1
3.431.059,90;5.300.855,90;2;3;6;2;2;1
3.431.080,50;5.300.854,40;2;1;6;2;2;3
3.430.824,30;5.300.856,10;2;2;0;0;0;0
3.430.846,60;5.300.854,20;2;4;6;3;3;2
3.430.868,80;5.300.852,10;2;3;6;3;3;2
3.430.890,70;5.300.850,00;2;2;6;2;2;1
3.430.912,50;5.300.847,80;2;2;6;2;2;1
3.430.934,00;5.300.845,70;2;2;6;2;2;1
3.430.955,30;5.300.843,50;2;1;6;2;2;1
3.430.976,50;5.300.841,40;2;2;6;2;2;1
3.430.997,40;5.300.839,40;2;2;6;2;2;1
3.431.018,30;5.300.837,60;2;1;6;2;2;1
3.431.039,10;5.300.835,90;2;2;6;2;2;1
3.431.059,70;5.300.834,30;2;2;6;2;2;1
3.431.080,30;5.300.832,90;2;2;6;2;2;1
3.431.100,80;5.300.831,40;2;2;6;2;2;1
3.431.121,40;5.300.830,30;2;2;6;2;2;1
3.430.779,00;5.300.837,00;2;2;6;2;2;1
3.430.824,20;5.300.833,20;2;3;6;3;3;2
3.430.846,50;5.300.831,30;2;3;6;3;3;2
3.430.868,60;5.300.829,30;2;3;6;3;3;2
3.430.890,50;5.300.827,30;2;3;6;2;2;1
3.430.912,30;5.300.825,30;2;2;6;2;2;1
3.430.933,80;5.300.823,30;2;2;6;2;2;1
3.430.955,10;5.300.821,30;2;2;6;2;2;1
3.430.976,30;5.300.819,40;2;2;6;2;2;1
3.430.997,30;5.300.817,60;2;4;6;2;2;1
3.431.018,20;5.300.816,00;2;3;6;2;2;1
3.431.039,00;5.300.814,40;2;2;6;2;2;1
3.431.059,70;5.300.812,90;2;2;6;2;2;1
3.431.080,30;5.300.811,50;2;3;6;2;2;1
3.431.100,70;5.300.810,10;2;3;6;2;2;1
3.431.121,30;5.300.809,00;2;2;6;2;2;1
3.431.141,70;5.300.807,90;2;2;6;2;2;1
3.431.162,00;5.300.806,80;2;3;7;2;3;1
3.430.709,40;5.300.820,60;2;3;5;2;2;1
3.430.732,80;5.300.818,30;2;2;6;2;2;1
3.430.756,00;5.300.816,10;2;1;6;2;2;1
3.430.778,90;5.300.814,20;2;1;6;2;2;1
3.430.801,60;5.300.812,30;8;2;6;3;3;2
3.430.824,10;5.300.810,40;8;1;6;3;3;2
3.430.846,40;5.300.808,50;2;3;6;3;3;2
3.430.868,50;5.300.806,60;2;4;6;2;2;1
3.430.890,40;5.300.804,70;2;3;6;2;2;1
3.430.912,10;5.300.802,80;2;2;6;2;2;1
3.430.933,60;5.300.800,90;2;1;6;2;2;1
3.430.954,90;5.300.799,20;2;2;6;2;2;1
3.430.976,20;5.300.797,60;2;2;6;2;2;1
3.430.997,20;5.300.796,00;2;1;6;2;2;1
3.431.018,20;5.300.794,50;2;1;6;2;2;1
3.431.039,10;5.300.793,10;3;1;6;2;2;1
3.431.059,80;5.300.791,70;2;1;6;2;2;1
3.431.080,40;5.300.790,40;2;2;6;2;2;1
3.431.100,90;5.300.789,00;2;3;6;2;2;1
3.431.121,30;5.300.787,90;2;3;6;2;2;1
3.431.141,60;5.300.786,70;2;2;7;2;3;1
3.430.612,40;5.300.807,70;2;3;5;2;2;1
3.430.637,20;5.300.804,90;2;3;5;2;2;1
3.430.661,60;5.300.802,30;2;3;5;2;2;1
3.430.685,60;5.300.799,80;2;4;6;2;2;1
3.430.709,30;5.300.797,60;2;4;6;2;2;1
3.430.732,70;5.300.795,50;2;2;6;2;2;1
3.430.755,80;5.300.793,50;2;3;6;2;2;1
3.430.778,70;5.300.791,60;8;3;6;3;3;2
3.430.801,40;5.300.789,80;8;1;6;3;3;2
3.430.823,90;5.300.788,00;2;3;6;3;3;2
3.430.846,30;5.300.786,30;2;2;6;3;3;2
3.430.868,40;5.300.784,60;2;4;6;2;2;1
3.430.890,30;5.300.782,80;2;2;6;2;2;1
3.430.912,10;5.300.781,20;2;2;6;2;2;1
3.430.933,60;5.300.779,50;2;2;6;2;2;1
3.430.955,10;5.300.778,00;2;3;6;2;2;1
3.430.976,40;5.300.776,50;2;2;6;2;2;1
3.430.997,50;5.300.775,00;2;3;6;2;2;1
3.431.018,50;5.300.773,60;2;1;6;2;2;1
3.431.039,30;5.300.772,20;2;3;6;2;2;1
3.431.060,10;5.300.770,80;2;2;6;2;2;1
3.431.080,70;5.300.769,50;2;2;6;2;2;1
3.431.101,10;5.300.768,10;2;3;6;2;2;1
3.431.121,40;5.300.766,80;2;3;6;2;2;1
3.431.141,60;5.300.765,50;2;2;7;2;3;1
3.430.510,40;5.300.794,20;8;2;6;2;3;2
3.430.536,10;5.300.792,00;2;3;5;2;2;1
3.430.561,60;5.300.789,50;2;4;6;2;2;1
3.430.587,10;5.300.786,80;2;3;6;2;2;1
3.430.612,20;5.300.784,20;2;4;6;2;2;1
3.430.636,90;5.300.781,70;2;3;6;2;2;1
3.430.661,20;5.300.779,40;2;3;6;2;2;1
3.430.685,30;5.300.777,10;2;4;6;2;2;1
3.430.709,00;5.300.775,00;2;4;6;2;2;1
3.430.732,40;5.300.773,00;2;3;6;3;3;2
3.430.755,60;5.300.771,10;10;2;6;3;3;2
3.430.778,60;5.300.769,30;2;3;6;3;3;2
3.430.801,30;5.300.767,50;2;1;6;3;3;2
3.430.823,80;5.300.765,90;2;1;6;3;3;2
3.430.846,20;5.300.764,30;8;2;6;3;3;2
3.430.868,30;5.300.762,70;2;3;6;2;2;1
3.430.890,30;5.300.761,10;2;3;6;2;2;1
3.430.912,10;5.300.759,60;2;3;6;2;2;1
3.430.933,70;5.300.758,10;2;2;6;2;2;1
3.430.955,20;5.300.756,70;2;1;6;2;2;1
3.430.976,50;5.300.755,30;2;3;6;2;2;1
3.430.997,70;5.300.753,90;2;2;6;2;2;1
3.431.018,70;5.300.752,60;2;2;6;2;2;1
3.431.039,60;5.300.751,20;2;2;6;2;2;1
3.431.060,40;5.300.749,90;2;1;6;2;2;1
3.431.081,00;5.300.748,50;2;2;6;2;2;1
3.431.101,40;5.300.747,20;2;2;6;2;2;1
3.431.121,70;5.300.745,80;2;2;6;2;2;1
3.431.141,70;5.300.744,50;2;2;6;2;2;1
3.430.431,00;5.300.776,90;2;4;6;2;3;2
3.430.457,90;5.300.774,40;2;4;6;2;3;2
3.430.484,00;5.300.772,40;2;3;6;2;3;2
3.430.510,00;5.300.770,30;2;2;7;2;3;3
3.430.535,70;5.300.768,20;2;4;6;2;2;1
3.430.561,30;5.300.765,90;2;4;6;2;2;1
3.430.586,70;5.300.763,40;2;4;6;2;2;1
3.430.611,80;5.300.761,00;10;1;6;2;2;1
3.430.636,50;5.300.758,70;2;2;6;2;3;2
3.430.660,90;5.300.756,50;2;4;6;2;3;2
3.430.684,90;5.300.754,40;2;3;6;2;3;2
3.430.732,20;5.300.750,50;2;4;6;3;3;2
3.430.755,40;5.300.748,70;2;3;6;3;3;2
3.430.778,40;5.300.747,00;2;3;6;3;3;2
3.430.801,10;5.300.745,30;2;3;6;3;3;2
3.430.823,70;5.300.743,80;8;2;6;3;3;2
3.430.846,10;5.300.742,40;2;4;6;3;3;2
3.430.868,30;5.300.740,90;2;4;6;2;2;1
3.430.890,30;5.300.739,60;2;2;6;2;2;1
3.430.912,20;5.300.738,20;2;2;6;2;2;1
3.430.933,90;5.300.737,00;2;2;6;2;2;1
3.430.955,50;5.300.735,70;2;2;6;2;2;1
3.430.976,90;5.300.734,40;2;2;6;2;2;1
3.430.998,20;5.300.733,10;2;1;6;2;2;1
3.431.019,30;5.300.731,80;2;3;6;2;2;1
3.431.040,20;5.300.730,50;2;2;6;2;2;1
3.431.061,00;5.300.729,20;2;2;6;2;2;2
3.431.081,60;5.300.728,00;2;1;6;2;2;2
3.431.102,10;5.300.726,60;2;1;6;2;2;2
3.431.122,20;5.300.725,20;2;2;6;2;2;2
3.431.142,20;5.300.723,80;2;2;3;2;2;1
3.430.316,00;5.300.764,30;2;3;6;2;2;3
3.430.346,00;5.300.760,90;2;4;6;2;3;2
3.430.374,90;5.300.757,80;2;4;6;2;3;2
3.430.403,20;5.300.754,90;2;2;7;2;3;3
3.430.430,60;5.300.752,40;2;4;7;2;3;3
3.430.457,50;5.300.750,10;8;3;7;2;3;3
3.430.483,70;5.300.748,20;2;3;7;2;3;3
3.430.509,60;5.300.746,30;2;4;7;2;3;3
3.430.535,30;5.300.744,40;2;3;7;2;3;3
3.430.560,90;5.300.742,30;2;4;7;2;4;2
3.430.586,30;5.300.740,00;2;4;7;2;4;2
3.430.636,10;5.300.735,70;2;1;6;2;3;2
3.430.660,50;5.300.733,70;10;2;6;2;3;2
3.430.684,50;5.300.731,80;2;4;6;2;3;2
3.430.708,30;5.300.730,00;2;4;6;3;3;2
3.430.731,80;5.300.728,20;2;3;6;3;3;2
3.430.755,10;5.300.726,50;2;2;6;3;3;2
3.430.778,10;5.300.724,90;2;3;6;3;3;2
3.430.801,00;5.300.723,30;8;1;6;3;3;2
3.430.823,60;5.300.721,90;2;3;6;3;3;2
3.430.846,00;5.300.720,60;2;3;6;3;3;2
3.430.868,20;5.300.719,40;2;2;6;2;2;1
3.430.890,30;5.300.718,20;2;2;6;2;2;1
3.430.912,30;5.300.717,00;2;2;6;2;2;1
3.430.934,10;5.300.715,90;2;1;6;2;2;2
3.430.955,80;5.300.714,70;2;2;6;2;2;2
3.430.977,30;5.300.713,50;2;3;6;2;2;2
3.430.998,60;5.300.712,30;2;2;6;2;2;2
3.431.019,80;5.300.711,00;2;3;6;2;2;2
3.431.040,80;5.300.709,80;8;1;6;2;2;2
3.431.061,60;5.300.708,50;2;2;6;2;2;2
3.431.082,20;5.300.707,20;2;2;6;2;2;2
3.431.122,80;5.300.704,50;2;1;6;2;2;2
3.431.142,80;5.300.703,00;2;1;6;2;2;2
3.430.186,20;5.300.754,60;2;3;6;2;2;3
3.430.219,70;5.300.750,50;2;2;6;2;2;3
3.430.252,40;5.300.746,60;2;3;6;2;2;3
3.430.284,00;5.300.743,00;2;4;6;2;2;3
3.430.314,80;5.300.739,60;2;4;6;2;2;2
3.430.344,90;5.300.736,30;2;4;7;2;3;3
3.430.373,90;5.300.733,40;2;4;7;2;3;3
3.430.402,40;5.300.730,50;2;3;7;2;3;3
3.430.430,20;5.300.728,00;2;4;7;2;3;3
3.430.457,30;5.300.725,70;2;3;7;2;3;3
3.430.483,70;5.300.723,70;2;4;7;2;4;2
3.430.509,70;5.300.721,90;2;3;7;2;4;2
3.430.535,10;5.300.720,30;2;4;7;2;4;2
3.430.560,40;5.300.718,60;2;3;7;2;4;2
3.430.585,80;5.300.716,60;2;4;7;2;4;2
3.430.610,90;5.300.714,70;2;3;7;2;4;2
3.430.635,60;5.300.712,70;8;1;6;2;3;2
3.430.660,00;5.300.710,90;2;3;7;2;3;3
3.430.684,10;5.300.709,20;2;4;7;2;3;3
3.430.707,90;5.300.707,40;8;2;6;3;3;2
3.430.731,50;5.300.705,80;2;3;6;3;3;2
3.430.754,80;5.300.704,20;2;3;6;3;3;2
3.430.777,90;5.300.702,70;2;2;6;3;3;2
3.430.800,80;5.300.701,20;2;2;6;3;3;2
3.430.823,40;5.300.700,00;2;4;6;3;3;2
3.430.845,90;5.300.698,80;2;3;6;3;3;2
3.430.868,20;5.300.697,70;2;4;6;2;2;1
3.430.890,40;5.300.696,70;8;1;6;2;2;2
3.430.912,50;5.300.695,70;2;2;6;2;2;2
3.430.934,40;5.300.694,70;2;2;6;2;2;2
3.430.956,10;5.300.693,60;2;4;6;2;2;2
3.430.977,70;5.300.692,50;2;2;6;2;2;2
3.430.999,10;5.300.691,40;2;2;6;2;2;2
3.431.020,40;5.300.690,20;8;1;6;2;2;2
3.431.041,40;5.300.689,00;8;1;6;2;2;2
3.431.062,30;5.300.687,70;10;2;6;2;2;2
3.431.083,00;5.300.686,50;2;3;6;2;2;2
3.431.123,80;5.300.684,00;2;1;6;2;2;2
3.431.143,80;5.300.682,70;2;1;6;2;2;2
3.430.149,40;5.300.732,90;2;1;0;0;0;0
3.430.182,50;5.300.729,60;2;2;6;2;2;2
3.430.215,90;5.300.726,00;2;1;6;2;2;2
3.430.250,00;5.300.721,80;2;4;6;2;2;2
3.430.281,90;5.300.718,30;2;3;6;2;2;2
3.430.313,00;5.300.715,00;3;1;6;2;2;2
3.430.343,40;5.300.711,80;2;4;7;2;3;3
3.430.372,80;5.300.708,90;2;3;7;2;4;2
3.430.401,60;5.300.706,10;2;4;7;2;4;2
3.430.429,70;5.300.703,60;2;4;7;2;4;2
3.430.457,10;5.300.701,20;2;4;7;2;4;2
3.430.483,80;5.300.699,20;2;3;7;2;4;2
3.430.509,70;5.300.697,50;2;4;7;2;4;2
3.430.534,80;5.300.696,40;2;3;7;2;4;2
3.430.560,00;5.300.694,90;2;3;7;2;4;2
3.430.585,30;5.300.693,10;2;2;7;2;4;2
3.430.610,40;5.300.691,40;2;3;7;2;3;3
3.430.635,10;5.300.689,60;2;2;7;2;3;3
3.430.659,60;5.300.687,90;2;1;7;2;3;3
3.430.683,70;5.300.686,30;2;2;7;2;3;3
3.430.707,60;5.300.684,80;2;4;6;3;3;2
3.430.731,20;5.300.683,30;2;4;6;3;3;2
3.430.754,50;5.300.681,90;2;3;6;3;3;2
3.430.777,60;5.300.680,50;2;3;6;3;3;2
3.430.800,60;5.300.679,20;2;2;6;3;3;2
3.430.823,30;5.300.678,10;8;2;6;3;3;2
3.430.845,80;5.300.677,10;2;4;6;3;3;2
3.430.868,20;5.300.676,10;2;3;6;2;2;1
3.430.890,50;5.300.675,20;2;2;6;2;2;2
3.430.912,60;5.300.674,30;2;3;6;2;2;2
3.430.934,70;5.300.673,40;2;3;6;2;2;2
3.430.956,50;5.300.672,40;2;4;6;2;2;2
3.430.978,20;5.300.671,40;2;2;6;2;2;2
3.430.999,70;5.300.670,30;2;3;6;2;2;2
3.431.021,00;5.300.669,20;8;1;6;2;2;2
3.431.042,10;5.300.668,00;2;2;6;2;2;2
3.431.083,90;5.300.665,80;2;1;2;2;3;1
3.431.104,50;5.300.664,60;2;1;2;2;3;1
3.431.124,80;5.300.663,40;2;1;2;2;3;1
3.431.145,00;5.300.662,20;2;1;2;2;3;1
3.430.178,70;5.300.704,50;2;2;0;0;0;0
3.430.211,80;5.300.701,40;2;2;6;2;2;2
3.430.247,20;5.300.696,90;2;4;6;2;2;2
3.430.279,60;5.300.693,50;2;2;6;2;2;2
3.430.311,10;5.300.690,30;2;4;7;2;3;2
3.430.341,70;5.300.687,30;8;2;7;2;4;2
3.430.371,40;5.300.684,50;2;3;7;2;4;2
3.430.400,50;5.300.681,80;2;3;7;2;4;2
3.430.428,80;5.300.679,40;2;2;7;2;4;2
3.430.456,40;5.300.677,10;2;4;0;0;0;0
3.430.509,00;5.300.673,80;2;1;0;0;0;0
3.430.534,30;5.300.672,60;2;3;6;3;3;3
3.430.559,60;5.300.671,20;2;2;7;2;3;3
3.430.584,90;5.300.669,50;2;2;7;2;3;3
3.430.610,00;5.300.667,90;2;4;7;2;3;3
3.430.634,70;5.300.666,30;2;4;7;2;3;3
3.430.659,20;5.300.664,80;2;4;7;2;3;3
3.430.683,30;5.300.663,40;2;4;7;2;3;3
3.430.707,20;5.300.662,00;2;4;6;3;3;2
3.430.730,80;5.300.660,70;8;1;6;3;3;2
3.430.754,20;5.300.659,40;8;3;6;3;3;2
3.430.777,40;5.300.658,20;8;1;6;3;3;2
3.430.800,30;5.300.657,10;2;4;6;3;3;2
3.430.823,10;5.300.656,20;2;3;6;3;3;2
3.430.845,70;5.300.655,30;2;2;6;3;3;2
3.430.868,20;5.300.654,40;8;1;6;2;2;1
3.430.890,60;5.300.653,60;2;1;6;2;2;2
3.430.912,80;5.300.652,70;2;3;6;2;2;2
3.430.934,90;5.300.651,90;2;3;6;2;2;2
3.430.956,90;5.300.651,00;8;3;6;2;2;2
3.430.978,60;5.300.650,00;8;2;6;2;2;2
3.431.000,20;5.300.649,10;2;4;6;2;2;2
3.431.021,60;5.300.648,00;2;1;5;2;2;1
3.431.042,90;5.300.647,00;2;1;5;2;2;1
3.431.063,90;5.300.646,00;2;2;5;2;2;1
3.431.084,80;5.300.644,90;2;3;2;2;3;1
3.431.105,50;5.300.643,90;2;2;5;2;2;1
3.431.126,00;5.300.642,80;2;3;5;2;2;1
3.431.146,20;5.300.641,70;2;2;5;2;2;1
3.430.208,20;5.300.676,20;8;2;7;2;3;2
3.430.243,90;5.300.672,00;2;4;7;2;3;2
3.430.276,90;5.300.668,70;2;3;7;2;3;2
3.430.308,80;5.300.665,60;2;4;7;2;3;2
3.430.339,80;5.300.662,80;2;4;7;2;3;2
3.430.369,90;5.300.660,10;3;3;7;2;4;2
3.430.399,30;5.300.657,50;8;2;7;2;4;2
3.430.427,80;5.300.655,20;2;3;7;2;4;2
3.430.455,50;5.300.653,00;2;2;7;2;4;2
3.430.482,10;5.300.651,40;2;3;0;0;0;0
3.430.508,20;5.300.649,90;2;2;0;0;0;0
3.430.533,70;5.300.648,70;2;1;6;3;3;3
3.430.559,20;5.300.647,40;2;2;6;3;3;3
3.430.584,50;5.300.645,90;2;1;7;2;3;3
3.430.609,60;5.300.644,40;2;3;7;2;3;3
3.430.634,30;5.300.643,00;2;4;7;2;3;3
3.430.658,80;5.300.641,60;8;2;7;2;3;3
3.430.682,90;5.300.640,40;8;1;7;2;3;3
3.430.706,80;5.300.639,20;8;1;6;3;3;2
3.430.730,50;5.300.638,00;8;1;6;3;3;2
3.430.753,90;5.300.637,00;8;3;6;3;3;2
3.430.777,10;5.300.635,90;2;4;6;3;3;2
3.430.800,10;5.300.634,90;8;2;6;3;3;2
3.430.823,00;5.300.634,10;8;1;6;3;3;2
3.430.845,70;5.300.633,30;2;2;6;3;3;2
3.430.868,20;5.300.632,60;2;4;6;2;2;1
3.430.890,70;5.300.631,90;2;3;6;2;2;2
3.430.913,10;5.300.631,20;3;1;6;2;2;2
3.430.935,30;5.300.630,40;10;1;6;2;2;2
3.430.957,40;5.300.629,70;2;1;5;2;2;1
3.430.979,30;5.300.628,80;2;3;5;2;2;1
3.431.001,00;5.300.628,00;2;1;5;2;2;1
3.431.022,50;5.300.627,00;2;1;5;2;2;1
3.431.043,90;5.300.626,10;2;1;5;2;2;1
3.431.065,10;5.300.625,10;2;1;5;2;2;1
3.431.086,00;5.300.624,20;2;2;5;2;2;1
3.431.106,80;5.300.623,20;2;1;5;2;2;1
3.431.127,40;5.300.622,10;2;1;5;2;2;1
3.431.147,70;5.300.621,10;2;3;6;2;2;1
3.430.204,60;5.300.650,60;2;2;0;0;0;0
3.430.240,40;5.300.646,90;2;3;7;2;3;2
3.430.274,00;5.300.643,70;8;2;7;2;3;2
3.430.306,20;5.300.640,90;2;3;7;2;3;2
3.430.337,50;5.300.638,20;8;1;7;2;3;2
3.430.367,90;5.300.635,70;2;3;7;2;4;2
3.430.397,50;5.300.633,30;2;4;6;3;3;3
3.430.426,20;5.300.631,10;2;2;6;3;3;3
3.430.454,20;5.300.629,10;2;3;6;3;3;3
3.430.481,00;5.300.627,50;2;3;6;3;3;3
3.430.507,40;5.300.626,10;2;1;0;0;0;0
3.430.533,00;5.300.624,90;2;1;6;3;3;3
3.430.558,60;5.300.623,70;2;4;6;3;3;3
3.430.584,00;5.300.622,30;2;1;6;3;3;3
3.430.609,10;5.300.620,90;2;1;7;2;3;3
3.430.633,90;5.300.619,70;2;2;7;2;3;3
3.430.658,40;5.300.618,40;2;4;7;2;3;3
3.430.682,60;5.300.617,30;2;3;7;2;3;3
3.430.706,50;5.300.616,20;2;4;6;3;3;2
3.430.730,10;5.300.615,30;2;3;6;3;3;2
3.430.753,50;5.300.614,40;2;3;6;3;3;2
3.430.776,80;5.300.613,50;8;1;6;3;3;2
3.430.799,90;5.300.612,70;2;3;6;3;3;2
3.430.822,80;5.300.612,00;2;4;6;3;3;2
3.430.845,60;5.300.611,30;2;3;6;3;3;2
3.430.868,30;5.300.610,60;2;3;6;2;2;1
3.430.890,80;5.300.610,00;2;3;5;2;2;1
